RHC,3365.108214996355,3338.99203974404,3326.6783440716085,3342.6994982987217,3167.8962838913385,3167.2686172126105,3399.809695774095,3295.14650749974,3357.015037032077,3057.7898550257496
SA,3369.237689199457,3355.0069055311556,3218.38945806567,3429.8402319422876,3242.617340165432,3195.8161015824985,3144.0448656565904,3336.462714206647,3395.9005904180935,3336.864400946003
SGA,3501.2095716652984,3581.25795540984,3535.842948178572,3582.2178058279205,3546.8711076085456,3552.7234258890658,3498.877685506266,3561.5398335865466,3531.860501265534,3595.7463388806955
MIMIC,3580.0472324925277,3631.5588296688384,3640.7383940790864,3575.6400076239397,3605.4638768050872,3622.354371416328,3621.186187314916,3626.68478966901,3531.5710174306014,3625.817472881165
